Mehrab Hossain,30.0,41.0,71.0,4.0,101.0,6.0
Mehrab Hossain jnr,43.0,83.0,12.0,54.0
Mosharraf Hossain,7.0,8.0
Nasir Hossain,3.0,45.0,27.0,41.0,42.0,100.0,96.0,100.0
Nazmul Hossain,0,8.0,0.0,3.0,0.0,0,6.0,8.0
Rubel Hossain,3.0,16.0,16.0,10.0,4.0,45.0,7.0,14.0,16.0,17.0,8.0
Sanwar Hossain,46.0,49.0,52.0,13.0
Shahadat Hossain,0,18.0,13.0,13.0,21.0,40.0,33.0,24.0,31.0,13.0,7.0
Shahriar Hossain,48.0,12.0,95.0,1.0,16.0
Anwar Hossain Monir,13.0,4.0,0.0
Nazmul Hossain Shanto,13.0,18.0
Nafees Iqbal,34.0,121.0,54.0,9.0
Tamim Iqbal,126.0,130.0,128.0,118.0,206.0,109.0,112.0,88.0,83.0,151.0,154.0,129.0,54.0
Tushar Imran,22.0,20.0,32.0,48.0,65.0,6.0
Aminul Islam,31.0,84.0,145.0,66.0,70.0,37.0,42.0,41.0,27.0
Aminul Islam Jnr,0
Jahurul Islam,48.0,53.0,46.0
Naeem Islam,35.0,84.0,108.0,52.0,59.0,73.0,46.0
Nazmul Islam,7.25
Rafiqul Islam,2.33
Robiul Islam,5.0,33.0,12.0,9.0
Saiful Islam,7.0,22.0,0
Shafiul Islam,13.0,2.0,15.0,4.0,1.0,24.0,53.0
Sunzamul Islam,21.5,0
Taijul Islam,8.0,39.0,12.0,16.0,16.0,32.0
Manjural Islam Rana,23.0,17.0,69.0,20.0
Manjural Islam,5.0,5.0,21.0,9.0,0,6.0
Abu Jayed,4.0,2.0
Talha Jubair,31.0,4.0,5.0
Ahmed Kamal,11.0
Alok Kapali,20.0,115.0,19.0,55.0,4.0,28.0,71.0,89.0
Imrul Kayes,144.0,68.0,112.0,150.0,130.0,93.0,101.0,33.0,33.0
Akram Khan,44.0,20.0,44.0,64.0,65.0,39.0,59.0,44.0,33.0,21.0
Athar Ali Khan,47.0,82.0,17.0,78.0,30.0
Morshed Ali Khan,0
Dolar Mahmud,41.0,6.66
Fazle Mahmud,0.0
Khaled Mahmud,36.0,34.0,34.0,40.0,39.0,50.0,4.0,27.0,47.0
Mahmudullah,146.0,136.0,102.0,75.0,128.0,82.0,75.0,76.0,68.0,115.0,51.0,58.0,36.0
Khaled Mashud,25.0,48.0,71.0,103.0,51.0,54.0,40.0,32.0,53.0,15.0,12.0,27.0
Mohammad Mithun,62.0,67.0,47.0,26.0
Moniruzzaman,0.5
Fahim Muntasir,8.14,1.0
Shahriar Nafees,29.0,31.0,97.0,73.0,90.0,104.0,138.0,75.0
Nazimuddin,30.0,78.0,47.0,81.0
Gholam Nousher,4.0,0,3.0
Javed Omar,80.0,64.0,81.0,68.0,119.0,35.0,85.0,85.0,25.0,17.0,18.0
